       |                                 Optimal                                  |                              Naive                               |                                                                           Info
Boost  |  Pulp  = Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime |  Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime | GPU   T_L   T_R   T_C  LOG
 53.70 |   29.65=  29.65=max(  29.65,  29.65,  29.65,  29.65)   0.00  0.00  16.99 |   55.21=max(  55.19,  55.18,  55.21,  55.19)   0.00  0.00  10.38 | 15GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 58.77 |   32.88=  32.88=max(  32.88,  32.88,  32.88,  32.88)   0.00  0.00  16.87 |   55.96=max(  55.93,  55.92,  55.96,  55.93)   0.00  0.00  10.50 | 15GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 63.64 |   36.08=  36.08=max(  36.08,  36.08,  36.08,  36.08)   0.00  0.00  17.12 |   56.70=max(  56.67,  56.66,  56.70,  56.67)   0.00  0.00  10.44 | 15GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 67.38 |   38.70=  38.70=max(  38.70,  38.70,  38.70,  38.70)   0.00  0.00  15.81 |   57.44=max(  57.41,  57.40,  57.44,  57.41)   0.00  0.00  11.04 | 15GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 70.13 |   40.80=  40.80=max(  40.80,  40.80,  40.80,  40.80)   0.00  0.00  16.53 |   58.18=max(  58.15,  58.14,  58.18,  58.15)   0.00  0.00  10.51 | 15GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 72.82 |   42.90=  42.90=max(  42.90,  42.90,  42.90,  42.90)   0.00  0.00  17.01 |   58.92=max(  58.89,  58.88,  58.92,  58.89)   0.00  0.00  10.09 | 15GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 75.42 |   44.99=  44.99=max(  44.99,  44.99,  44.99,  44.99)   0.00  0.00  17.21 |   59.66=max(  59.63,  59.62,  59.66,  59.63)   0.00  0.00  10.83 | 15GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 77.95 |   47.08=  47.08=max(  47.08,  47.08,  47.08,  47.08)   0.00  0.00  17.42 |   60.40=max(  60.37,  60.36,  60.40,  60.37)   0.00  0.00  11.18 | 15GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 80.41 |   49.16=  49.16=max(  49.16,  49.16,  49.16,  49.16)   0.00  0.00  16.47 |   61.14=max(  61.11,  61.10,  61.14,  61.11)   0.00  0.00  10.80 | 15GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 82.85 |   51.26=  51.26=max(  51.26,  51.26,  51.26,  51.26)   0.00  0.00  16.68 |   61.88=max(  61.85,  61.84,  61.88,  61.85)   0.00  0.00  11.00 | 15GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 85.19 |   53.34=  53.34=max(  53.34,  53.34,  53.34,  53.34)   0.00  0.00  16.82 |   62.62=max(  62.59,  62.58,  62.62,  62.59)   0.00  0.00  10.32 | 15GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 87.08 |   55.17=  55.17=max(  55.17,  55.17,  55.17,  55.17)   0.00  0.00  16.59 |   63.36=max(  63.33,  63.32,  63.36,  63.33)   0.00  0.00  10.58 | 15GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 88.61 |   56.80=  56.80=max(  56.80,  56.80,  56.80,  56.80)   0.00  0.00  16.77 |   64.10=max(  64.07,  64.06,  64.10,  64.07)   0.00  0.00  10.69 | 15GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 90.13 |   58.44=  58.44=max(  58.44,  58.44,  58.44,  58.44)   0.00  0.00  15.91 |   64.84=max(  64.81,  64.79,  64.84,  64.81)   0.00  0.00  11.03 | 15GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.42 |   59.95=  59.95=max(  59.95,  59.95,  59.95,  59.95)   0.00  0.00  17.11 |   65.58=max(  65.55,  65.53,  65.58,  65.55)   0.00  0.00  10.23 | 15GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.55 |   61.38=  61.38=max(  61.38,  61.38,  61.38,  61.38)   0.00  0.00  16.93 |   66.32=max(  66.29,  66.27,  66.32,  66.29)   0.00  0.00  10.91 | 15GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.54 |   62.73=  62.73=max(  62.73,  62.73,  62.73,  62.73)   0.00  0.00  17.10 |   67.06=max(  67.03,  67.01,  67.06,  67.03)   0.00  0.00  10.59 | 15GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.40 |   64.00=  64.00=max(  64.00,  64.00,  64.00,  64.00)   0.00  0.00  15.86 |   67.80=max(  67.77,  67.75,  67.80,  67.77)   0.00  0.00  10.83 | 15GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.19 |   65.24=  65.24=max(  65.24,  65.24,  65.24,  65.24)   0.00  0.00  16.74 |   68.54=max(  68.51,  68.49,  68.54,  68.51)   0.00  0.00  11.01 | 15GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.92 |   66.45=  66.45=max(  66.45,  66.45,  66.45,  66.45)   0.00  0.00  16.91 |   69.28=max(  69.25,  69.23,  69.28,  69.25)   0.00  0.00  10.63 | 15GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.62 |   67.65=  67.65=max(  67.65,  67.65,  67.65,  67.65)   0.00  0.00  16.68 |   70.02=max(  69.99,  69.97,  70.02,  69.99)   0.00  0.00  10.36 | 15GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.42 |   68.93=  68.93=max(  68.93,  68.93,  68.93,  68.93)   0.00  0.00  17.63 |   70.76=max(  70.73,  70.71,  70.76,  70.73)   0.00  0.00  10.48 | 15GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.04 |   70.10=  70.10=max(  70.10,  70.10,  70.10,  70.10)   0.00  0.00  17.85 |   71.50=max(  71.47,  71.45,  71.50,  71.47)   0.00  0.00  10.36 | 15GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.67 |   71.28=  71.28=max(  71.28,  71.28,  71.28,  71.28)   0.00  0.00  17.41 |   72.24=max(  72.21,  72.19,  72.24,  72.21)   0.00  0.00  11.04 | 15GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.45 |   72.58=  72.58=max(  72.58,  72.58,  72.58,  72.58)   0.00  0.00  16.97 |   72.98=max(  72.95,  72.93,  72.98,  72.95)   0.00  0.00  11.39 | 15GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 37.52 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  15.81 |   44.64=max(  44.62,  44.60,  44.64,  44.61)   0.00  0.00  10.91 | 17GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 42.30 |   19.15=  19.15=max(  19.15,  19.15,  19.15,  19.15)   0.00  0.00  17.40 |   45.28=max(  45.26,  45.24,  45.28,  45.25)   0.00  0.00  10.44 | 17GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 46.99 |   21.58=  21.58=max(  21.58,  21.58,  21.58,  21.58)   0.00  0.00  15.65 |   45.92=max(  45.90,  45.88,  45.92,  45.89)   0.00  0.00  10.49 | 17GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 51.46 |   23.96=  23.96=max(  23.96,  23.96,  23.96,  23.96)   0.00  0.00  16.15 |   46.55=max(  46.53,  46.52,  46.55,  46.53)   0.00  0.00  10.28 | 17GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 55.93 |   26.39=  26.39=max(  26.39,  26.39,  26.39,  26.39)   0.00  0.00  17.07 |   47.19=max(  47.17,  47.16,  47.19,  47.17)   0.00  0.00  10.37 | 17GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 60.18 |   28.79=  28.79=max(  28.79,  28.79,  28.79,  28.79)   0.00  0.00  16.63 |   47.83=max(  47.81,  47.80,  47.83,  47.81)   0.00  0.00  11.34 | 17GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 64.27 |   31.15=  31.15=max(  31.15,  31.15,  31.15,  31.15)   0.00  0.00  16.72 |   48.47=max(  48.45,  48.44,  48.47,  48.45)   0.00  0.00  10.64 | 17GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 68.05 |   33.42=  33.42=max(  33.42,  33.42,  33.42,  33.42)   0.00  0.00  16.30 |   49.11=max(  49.09,  49.07,  49.11,  49.09)   0.00  0.00  10.78 | 17GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 71.39 |   35.52=  35.52=max(  35.52,  35.52,  35.52,  35.52)   0.00  0.00  16.14 |   49.75=max(  49.73,  49.71,  49.75,  49.72)   0.00  0.00  10.58 | 17GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 74.61 |   37.59=  37.59=max(  37.59,  37.59,  37.59,  37.59)   0.00  0.00  17.24 |   50.39=max(  50.37,  50.35,  50.39,  50.36)   0.00  0.00  10.34 | 17GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 77.41 |   39.50=  39.50=max(  39.50,  39.50,  39.50,  39.50)   0.00  0.00  17.31 |   51.03=max(  51.01,  50.99,  51.03,  51.00)   0.00  0.00  10.64 | 17GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 79.43 |   41.04=  41.04=max(  41.04,  41.04,  41.04,  41.04)   0.00  0.00  17.15 |   51.67=max(  51.64,  51.63,  51.67,  51.64)   0.00  0.00  10.80 | 17GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 81.39 |   42.58=  42.58=max(  42.58,  42.58,  42.58,  42.58)   0.00  0.00  17.52 |   52.31=max(  52.28,  52.27,  52.31,  52.28)   0.00  0.00  10.51 | 17GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 83.33 |   44.12=  44.12=max(  44.12,  44.12,  44.12,  44.12)   0.00  0.00  16.47 |   52.95=max(  52.92,  52.91,  52.95,  52.92)   0.00  0.00  10.76 | 17GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 85.22 |   45.67=  45.67=max(  45.67,  45.67,  45.67,  45.67)   0.00  0.00  16.30 |   53.59=max(  53.56,  53.54,  53.59,  53.56)   0.00  0.00  10.94 | 17GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 86.96 |   47.15=  47.15=max(  47.15,  47.15,  47.15,  47.15)   0.00  0.00  17.38 |   54.23=max(  54.20,  54.18,  54.23,  54.20)   0.00  0.00  10.98 | 17GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 88.56 |   48.59=  48.59=max(  48.59,  48.59,  48.59,  48.59)   0.00  0.00  17.01 |   54.87=max(  54.84,  54.82,  54.87,  54.83)   0.00  0.00  11.04 | 17GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 90.03 |   49.97=  49.97=max(  49.97,  49.97,  49.97,  49.97)   0.00  0.00  17.14 |   55.50=max(  55.48,  55.46,  55.50,  55.47)   0.00  0.00  11.05 | 17GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.50 |   51.37=  51.37=max(  51.37,  51.37,  51.37,  51.37)   0.00  0.00  17.31 |   56.14=max(  56.12,  56.10,  56.14,  56.11)   0.00  0.00  11.10 | 17GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.98 |   52.80=  52.80=max(  52.80,  52.80,  52.80,  52.80)   0.00  0.00  16.81 |   56.78=max(  56.76,  56.74,  56.78,  56.75)   0.00  0.00  10.68 | 17GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.07 |   54.02=  54.02=max(  54.02,  54.02,  54.02,  54.02)   0.00  0.00  16.21 |   57.42=max(  57.39,  57.38,  57.42,  57.39)   0.00  0.00  10.11 | 17GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.05 |   55.19=  55.19=max(  55.19,  55.19,  55.19,  55.19)   0.00  0.00  16.92 |   58.06=max(  58.03,  58.01,  58.06,  58.03)   0.00  0.00  10.47 | 17GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.93 |   56.31=  56.31=max(  56.31,  56.31,  56.31,  56.31)   0.00  0.00  17.11 |   58.70=max(  58.67,  58.65,  58.70,  58.67)   0.00  0.00  10.22 | 17GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.60 |   57.32=  57.32=max(  57.32,  57.32,  57.32,  57.32)   0.00  0.00  17.00 |   59.34=max(  59.31,  59.29,  59.34,  59.31)   0.00  0.00  10.62 | 17GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.22 |   58.31=  58.31=max(  58.31,  58.31,  58.31,  58.31)   0.00  0.00  16.44 |   59.98=max(  59.95,  59.93,  59.98,  59.95)   0.00  0.00  10.75 | 17GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.80 |   59.28=  59.28=max(  59.28,  59.28,  59.28,  59.28)   0.00  0.00  18.29 |   60.62=max(  60.59,  60.57,  60.62,  60.58)   0.00  0.00  10.58 | 17GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.37 |   60.26=  60.26=max(  60.26,  60.26,  60.26,  60.26)   0.00  0.00  17.64 |   61.26=max(  61.23,  61.21,  61.26,  61.22)   0.00  0.00  10.46 | 17GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.93 |   61.23=  61.23=max(  61.23,  61.23,  61.23,  61.23)   0.00  0.00  17.09 |   61.90=max(  61.87,  61.85,  61.90,  61.86)   0.00  0.00  10.36 | 17GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.47 |   62.20=  62.20=max(  62.20,  62.20,  62.20,  62.20)   0.00  0.00  17.49 |   62.54=max(  62.50,  62.48,  62.54,  62.50)   0.00  0.00  10.43 | 17GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 48.77 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  16.59 |   34.34=max(  34.33,  34.31,  34.34,  34.32)   0.00  0.00  10.89 | 19GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 52.35 |   18.24=  18.24=max(  18.24,  18.24,  18.24,  18.24)   0.00  0.00  16.89 |   34.84=max(  34.83,  34.81,  34.84,  34.82)   0.00  0.00  10.89 | 19GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 55.82 |   19.72=  19.72=max(  19.72,  19.72,  19.72,  19.72)   0.00  0.00  17.06 |   35.34=max(  35.32,  35.30,  35.34,  35.31)   0.00  0.00  10.72 | 19GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 59.15 |   21.19=  21.19=max(  21.19,  21.19,  21.19,  21.19)   0.00  0.00  16.84 |   35.83=max(  35.82,  35.80,  35.83,  35.81)   0.00  0.00  11.19 | 19GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 62.42 |   22.68=  22.68=max(  22.68,  22.68,  22.68,  22.68)   0.00  0.00  16.94 |   36.33=max(  36.31,  36.30,  36.33,  36.30)   0.00  0.00  11.03 | 19GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 65.60 |   24.16=  24.16=max(  24.16,  24.16,  24.16,  24.16)   0.00  0.00  16.93 |   36.82=max(  36.81,  36.79,  36.82,  36.80)   0.00  0.00  10.69 | 19GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 68.69 |   25.63=  25.63=max(  25.63,  25.63,  25.63,  25.63)   0.00  0.00  16.77 |   37.32=max(  37.31,  37.29,  37.32,  37.30)   0.00  0.00  10.49 | 19GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 71.73 |   27.12=  27.12=max(  27.12,  27.12,  27.12,  27.12)   0.00  0.00  16.53 |   37.81=max(  37.80,  37.78,  37.81,  37.79)   0.00  0.00  10.50 | 19GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 74.64 |   28.60=  28.60=max(  28.60,  28.60,  28.60,  28.60)   0.00  0.00  16.96 |   38.31=max(  38.30,  38.28,  38.31,  38.29)   0.00  0.00  11.45 | 19GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 77.52 |   30.08=  30.08=max(  30.08,  30.08,  30.08,  30.08)   0.00  0.00  16.45 |   38.81=max(  38.79,  38.78,  38.81,  38.79)   0.00  0.00  10.81 | 19GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 80.29 |   31.56=  31.56=max(  31.56,  31.56,  31.56,  31.56)   0.00  0.00  16.07 |   39.30=max(  39.29,  39.27,  39.30,  39.28)   0.00  0.00  10.82 | 19GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 83.00 |   33.03=  33.03=max(  33.03,  33.03,  33.03,  33.03)   0.00  0.00  16.57 |   39.80=max(  39.78,  39.77,  39.80,  39.78)   0.00  0.00  10.30 | 19GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 85.47 |   34.44=  34.44=max(  34.44,  34.44,  34.44,  34.44)   0.00  0.00  16.60 |   40.29=max(  40.28,  40.26,  40.29,  40.27)   0.00  0.00  10.42 | 19GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 87.95 |   35.88=  35.88=max(  35.88,  35.88,  35.88,  35.88)   0.00  0.00  16.92 |   40.79=max(  40.78,  40.76,  40.79,  40.77)   0.00  0.00  10.95 | 19GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 90.37 |   37.31=  37.31=max(  37.31,  37.31,  37.31,  37.31)   0.00  0.00  15.16 |   41.29=max(  41.27,  41.26,  41.29,  41.27)   0.00  0.00  10.87 | 19GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.19 |   38.52=  38.52=max(  38.52,  38.52,  38.52,  38.52)   0.00  0.00  17.20 |   41.78=max(  41.77,  41.75,  41.78,  41.76)   0.00  0.00  10.94 | 19GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.38 |   39.48=  39.48=max(  39.48,  39.48,  39.48,  39.48)   0.00  0.00  17.87 |   42.28=max(  42.26,  42.25,  42.28,  42.26)   0.00  0.00  10.97 | 19GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.59 |   40.46=  40.46=max(  40.46,  40.46,  40.46,  40.46)   0.00  0.00  16.79 |   42.77=max(  42.76,  42.74,  42.77,  42.75)   0.00  0.00  10.68 | 19GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.69 |   41.41=  41.41=max(  41.41,  41.41,  41.41,  41.41)   0.00  0.00  17.20 |   43.27=max(  43.25,  43.24,  43.27,  43.25)   0.00  0.00  10.05 | 19GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.83 |   42.38=  42.38=max(  42.38,  42.38,  42.38,  42.38)   0.00  0.00  16.03 |   43.77=max(  43.75,  43.74,  43.77,  43.75)   0.00  0.00  11.11 | 19GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.40 |   43.11=  43.11=max(  43.11,  43.11,  43.11,  43.11)   0.00  0.00  16.50 |   44.26=max(  44.25,  44.23,  44.26,  44.24)   0.00  0.00  10.81 | 19GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.72 |   43.74=  43.74=max(  43.74,  43.74,  43.74,  43.74)   0.00  0.00  16.66 |   44.76=max(  44.74,  44.73,  44.76,  44.74)   0.00  0.00  10.62 | 19GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
