       |                                 Optimal                                  |                              Naive                               |                                                                           Info
Boost  |  Pulp  = Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime |  Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime | GPU   T_L   T_R   T_C  LOG
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  15.76 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.80 | 31GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.01 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.30 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.30 | 31GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.03 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.08 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.52 | 31GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.02 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.49 | 31GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.26 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.28 | 31GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.53 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.62 | 31GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.21 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.79 | 31GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.15 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.02 | 31GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.13 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.09 | 31GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.68 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.54 | 31GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.52 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.19 | 31GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.79 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.60 | 31GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.64 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.43 | 31GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.90 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.41 | 31GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.56 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.87 | 31GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.77 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.59 | 31GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.08 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.21 | 31GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.01 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.18 | 31GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.72 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.43 | 31GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.09 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.44 | 31GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.93 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.68 | 31GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.21 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.12 | 31GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.43 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.42 | 31GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.62 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.56 | 31GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.44 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.96 | 31GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.77 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.78 | 31GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.10 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.47 | 31GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  16.17 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.29 | 31GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.10 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.36 | 31GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  15.97 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.80 | 33GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.19 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.50 | 33GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  15.71 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.35 | 33GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.01 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.73 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.83 | 33GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.58 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.38 | 33GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.42 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.21 | 33GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.13 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.64 | 33GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.86 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.29 | 33GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.27 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.52 | 33GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.05 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.49 | 33GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.84 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.00 | 33GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.39 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.16 | 33GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.21 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.74 | 33GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.10 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.13 | 33GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.77 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.67 | 33GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.44 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.96 | 33GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.38 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.24 | 33GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  15.61 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.55 | 33GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.98 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.14 | 33GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.04 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.03 | 33GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.36 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.19 | 33GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.29 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.47 | 33GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.28 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.84 | 33GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.01 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.93 | 33GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.52 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.96 | 33GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.42 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.36 | 33GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.16 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.96 | 33GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.21 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.78 | 33GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.56 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.30 | 33GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  16.20 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.80 | 35GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.04 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.57 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.90 | 35GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.59 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.18 | 35GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.20 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.34 | 35GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.99 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.99 | 35GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.30 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.97 | 35GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.91 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.90 | 35GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.78 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.63 | 35GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.01 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.39 | 35GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.30 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.88 | 35GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.53 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.65 | 35GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  17.04 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.60 | 35GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.98 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.14 | 35GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.58 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.07 | 35GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.12 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.07 | 35GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.13 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.10 | 35GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  15.74 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00   9.74 | 35GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
100.00 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.75)   0.00  0.00  16.77 |   16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  10.17 | 35GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
